Firm Name,Engagement Partner Last Name,Engagement Partner First Name,Engagement Partner Middle Name,CompleteName,CompleteNameURL
Crowe Horwath LLP,Raber,Lawrence,Scott,Lawrence Raber,Lawrence%20Raber
PricewaterhouseCoopers LLP,Racano,Michael,Rocco,Michael Racano,Michael%20Racano
Deloitte &  Touche LLP,Racek,Martin,,Martin Racek,Martin%20Racek
"BKD, LLP",Rader,Jason,Lee,Jason Rader,Jason%20Rader
KPMG LLP,Rae,David,Michael,David Rae,David%20Rae
CohnReznick LLP,Raghunathan,Ravi,,Ravi Raghunathan,Ravi%20Raghunathan
EY Servicios Profesionales de Auditoría y Asesorías SpA,Rahil Avello,Emir,Farid,Emir Rahil Avello,Emir%20Rahil Avello
Deloitte &  Touche LLP,Rahn,William,Todd,William Rahn,William%20Rahn
"BDO USA, LLP",Raikin,Gary,Richard,Gary Raikin,Gary%20Raikin
Deloitte &  Touche LLP,Ralston,Wendy,Jean,Wendy Ralston,Wendy%20Ralston
Ernst & Young LLP,Ramko,Richard,Leon,Richard Ramko,Richard%20Ramko
PricewaterhouseCoopers LLP,Ramsey,Jenny,Leigh,Jenny Ramsey,Jenny%20Ramsey
KPMG LLP,Ramsey,Brian,William,Brian Ramsey,Brian%20Ramsey
Ernst & Young LLP,Rancourt,Matthew,Kipp,Matthew Rancourt,Matthew%20Rancourt
KPMG LLP,Randall,Gregory,Phillip,Gregory Randall,Gregory%20Randall
Crowe Horwath LLP,Ransberger,Scott,Michael,Scott Ransberger,Scott%20Ransberger
Ernst & Young LLP,Ransing,Yogesh,Shrinivas,Yogesh Ransing,Yogesh%20Ransing
Marcum LLP,Rapattoni,Steve,Jon,Steve Rapattoni,Steve%20Rapattoni
Deloitte &  Touche LLP,Raphael,Jonathan,Whitney,Jonathan Raphael,Jonathan%20Raphael
Crowe Horwath LLP,Rasmussen,James,Charles,James Rasmussen,James%20Rasmussen
Deloitte &  Touche LLP,Rasmussen,Nicole,Elizabeth,Nicole Rasmussen,Nicole%20Rasmussen
RSM US LLP,Rate,Richard,Albert,Richard Rate,Richard%20Rate
KPMG LLP,Rathjen,Steven,Lee,Steven Rathjen,Steven%20Rathjen
Deloitte &  Touche LLP,Rattenbury,Kirby,Jane,Kirby Rattenbury,Kirby%20Rattenbury
KPMG LLP,Rawlins,Jeffrey,Lee,Jeffrey Rawlins,Jeffrey%20Rawlins
ZAO Deloitte & Touche CIS,Raykhman,Mikhail,Valeryevich,Mikhail Raykhman,Mikhail%20Raykhman
Deloitte &  Touche LLP,Rayson,Rick,Wayne,Rick Rayson,Rick%20Rayson
SRCO Professional Corporation,Raza,Sohail,,Sohail Raza,Sohail%20Raza
Deloitte&Associés,Razungles,Julien,Marie,Julien Razungles,Julien%20Razungles
PricewaterhouseCoopers LLP,Read,Dana,Lee,Dana Read,Dana%20Read
RSM US LLP,Reagan,Kevin,Brian,Kevin Reagan,Kevin%20Reagan
Ernst & Young LLP,Real,Shaun,Bernard,Shaun Real,Shaun%20Real
"WSRP, LLC",Reams,Scott,James,Scott Reams,Scott%20Reams
Grant Thornton LLP,Rebholtz,Michael,Charles,Michael Rebholtz,Michael%20Rebholtz
KPMG LLP,Recker,John,D.,John Recker,John%20Recker
KPMG LLP,Recker,John,David,John Recker,John%20Recker
Deloitte &  Touche LLP,Redmond,James,Barrett,James Redmond,James%20Redmond
"BDO USA, LLP",Reeves,Michael,Wickersham,Michael Reeves,Michael%20Reeves
KPMG LLP,Refnes,Todd,Alan,Todd Refnes,Todd%20Refnes
"Galaz, Yamazaki, Ruiz, Urquiza, S.C.",Regalado Garcia,Erika,,Erika Regalado Garcia,Erika%20Regalado Garcia
PricewaterhouseCoopers LLP,Regis,Peter,James,Peter Regis,Peter%20Regis
Ernst & Young LLP,Regnier,Douglas,Allen,Douglas Regnier,Douglas%20Regnier
"BDO USA, LLP",Reh,Anthony,Aaron,Anthony Reh,Anthony%20Reh
Ernst & Young LLP,Reid,Christopher,James,Christopher Reid,Christopher%20Reid
KPMG LLP,Reid,Caroline,Mary,Caroline Reid,Caroline%20Reid
"BDO USA, LLP",Reigleman,Nikolas,Lee,Nikolas Reigleman,Nikolas%20Reigleman
Ernst & Young LLP,Reinert,Kimberly,Kelly,Kimberly Reinert,Kimberly%20Reinert
KPMG LLP,Reinhardt,Benjamin,Bryan,Benjamin Reinhardt,Benjamin%20Reinhardt
PricewaterhouseCoopers LLP,Reinsel,Andrew,David,Andrew Reinsel,Andrew%20Reinsel
Deloitte &  Touche LLP,Reisner,Troy,Lee,Troy Reisner,Troy%20Reisner
Whitley Penn LLP,Reiter,Matthew,Alois,Matthew Reiter,Matthew%20Reiter
Grant Thornton LLP,Rennick,Michael,Andrew,Michael Rennick,Michael%20Rennick
Ernst & Young LLP,Repasky,Monte,Christopher,Monte Repasky,Monte%20Repasky
"Baker Tilly Virchow Krause, LLP",Repko,Steven,Alexander,Steven Repko,Steven%20Repko
Dixon Hughes Goodman LLP,Respess,Jesse,Rudolph,Jesse Respess,Jesse%20Respess
Dixon Hughes Goodman LLP,Respess,Jessee,Rudolph,Jessee Respess,Jessee%20Respess
PwC Wirtschaftsprüfung GmbH,Rester,Alexandra,-,Alexandra Rester,Alexandra%20Rester
PricewaterhouseCoopers LLP,Rexroat,Mark,Lee,Mark Rexroat,Mark%20Rexroat
KPMG LLP,Rezuke,Michael,Joseph,Michael Rezuke,Michael%20Rezuke
Deloitte &  Touche LLP,Rhodes,John,David,John Rhodes,John%20Rhodes
"BDO USA, LLP",Ricciardella,Anthony,Joseph,Anthony Ricciardella,Anthony%20Ricciardella
Deloitte &  Touche LLP,Richards,Kevin,Sylvester,Kevin Richards,Kevin%20Richards
RSM US LLP,Richardson,James,Michael,James Richardson,James%20Richardson
PricewaterhouseCoopers LLP,Richardson,Kenneth,William,Kenneth Richardson,Kenneth%20Richardson
Ernst & Young LLP,Richter,Ricky,Lynn,Ricky Richter,Ricky%20Richter
Deloitte &  Touche LLP,Ricks,Edward,Adams,Edward Ricks,Edward%20Ricks
Grant Thornton LLP,Riecken,Robert,Jose,Robert Riecken,Robert%20Riecken
Ernst & Young LLP,Riegler,Sean,Richard,Sean Riegler,Sean%20Riegler
Grant Thornton LLP,Riggs,Jeanne,Boudreaux,Jeanne Riggs,Jeanne%20Riggs
Deloitte &  Touche LLP,Riggs,Donald,Patrick,Donald Riggs,Donald%20Riggs
KPMG LLP,Riley,Mitchell,Clay,Mitchell Riley,Mitchell%20Riley
PricewaterhouseCoopers LLP,Riley,Sean,Partner,Sean Riley,Sean%20Riley
KPMG LLP,Riley,Janel,Patricia,Janel Riley,Janel%20Riley
RSM US LLP,Rilling,John,David,John Rilling,John%20Rilling
Deloitte &  Touche LLP,Ringel,Kevin,Lawrence,Kevin Ringel,Kevin%20Ringel
KPMG LLP,Ringleb,Brad,Friedrich,Brad Ringleb,Brad%20Ringleb
PRICEWATERHOUSECOOPERS AUDITING COMPANY SA,RIRIS,ANDREAS,,ANDREAS RIRIS,ANDREAS%20RIRIS
KPMG LLP,Riso,Eric,Allen,Eric Riso,Eric%20Riso
"BKD, LLP",Ritter,Kraig,A.,Kraig Ritter,Kraig%20Ritter
KPMG LLP,Ritter,Charles,Allen,Charles Ritter,Charles%20Ritter
KPMG LLP,Ritter,Steven,Kurt,Steven Ritter,Steven%20Ritter
"Plante & Moran, PLLC",Ritter,Christian,S,Christian Ritter,Christian%20Ritter
"Urish Popeck & Company, LLC",Ritzert,David,M,David Ritzert,David%20Ritzert
PricewaterhouseCoopers LLP,Rivet,Emmanuelle,Sylvia,Emmanuelle Rivet,Emmanuelle%20Rivet
Deloitte &  Touche LLP,Riviello,Matthew,Lawrence,Matthew Riviello,Matthew%20Riviello
ZAO Deloitte & Touche CIS,Robarts,John,James William,John Robarts,John%20Robarts
Sassetti LLC,Robbs,James,Edward,James Robbs,James%20Robbs
KPMG LLP,Roberson,Brian,Keith,Brian Roberson,Brian%20Roberson
"Gregory, Sharer & Stuart, P.A.",Robert,Ingham,L,Ingham Robert,Ingham%20Robert
"Cornick, Garber & Sandler, LLP",Robert,A,Reitman,A Robert,A%20Robert
"BDO USA, LLP",Roberts,Amy,Frances,Amy Roberts,Amy%20Roberts
Ernst & Young LLP,Roberts,Marc,Gregory,Marc Roberts,Marc%20Roberts
Ernst & Young LLP,Roberts,Erin,Patrick,Erin Roberts,Erin%20Roberts
Moss Adams LLP,Robertson,Bret,Mark,Bret Robertson,Bret%20Robertson
KPMG LLP,Robertson,Brad,William,Brad Robertson,Brad%20Robertson
PricewaterhouseCoopers LLP,Robichaud,Craig,Raymond,Craig Robichaud,Craig%20Robichaud
PricewaterhouseCoopers LLP,Robinette,Laura,Elizabeth,Laura Robinette,Laura%20Robinette
KPMG LLP,Robins,Richard,Hilton,Richard Robins,Richard%20Robins
Ernst & Young LLP,Robinson,Peter,Daniel,Peter Robinson,Peter%20Robinson
Tanner LLC,Robinson,Scott,Lemmon,Scott Robinson,Scott%20Robinson
"Schenck, SC",Roble,Christopher,Daniel,Christopher Roble,Christopher%20Roble
"Galaz, Yamazaki, Ruiz, Urquiza, S.C.",Robles Mujica,Francisco,Javier,Francisco Robles Mujica,Francisco%20Robles Mujica
Ernst & Young LLP,Rocca,Mark,Matthew,Mark Rocca,Mark%20Rocca
Grant Thornton LLP,Rocco,Brian,Paul,Brian Rocco,Brian%20Rocco
KPMG LLP,Rockwood,Daniel,Eric,Daniel Rockwood,Daniel%20Rockwood
Ernst & Young LLP,Rodgers,John,Andrew,John Rodgers,John%20Rodgers
Ernst & Young LLP,Rodgers,Richard,Lee,Richard Rodgers,Richard%20Rodgers
Ernst & Young LLP,Rodgers,John,Wesley,John Rodgers,John%20Rodgers
KPMG LLP,Rodi,John,Harold,John Rodi,John%20Rodi
Ernst & Young Auditores Independentes S.S.,Rodríguez Padilla,Héctor,Ezequiel,Héctor Rodríguez Padilla,Héctor%20Rodríguez Padilla
KPMG LLP,Rodriguez,Jose,Ramon,Jose Rodriguez,Jose%20Rodriguez
RSM US LLP,Roeder,Susan,Lynn,Susan Roeder,Susan%20Roeder
"Ary Roepcke Mulchaey, P.C.",Roepcke,John,Michael,John Roepcke,John%20Roepcke
Deloitte &  Touche LLP,Roger,Nicholas,Alex,Nicholas Roger,Nicholas%20Roger
KPMG LLP,Rogers,Brian,Arnold,Brian Rogers,Brian%20Rogers
KPMG LLP,Rogers,Michael,Christian,Michael Rogers,Michael%20Rogers
Ernst & Young LLP,Rogers,Shawn,Clifford,Shawn Rogers,Shawn%20Rogers
Deloitte &  Touche LLP,Rogers,Paul,Richard,Paul Rogers,Paul%20Rogers
Grant Thornton LLP,Rogers,Kirk,Taylor,Kirk Rogers,Kirk%20Rogers
Ernst & Young LLP,Rohrbach,Brian,Charles,Brian Rohrbach,Brian%20Rohrbach
CliftonLarsonAllen LLP,Rohrs,Kevin,B.,Kevin Rohrs,Kevin%20Rohrs
"Fruci & Associates II, PLLC",Rojas,Kemper,Leigh,Kemper Rojas,Kemper%20Rojas
Deloitte &  Touche LLP,Rollins,Emily,Reodica,Emily Rollins,Emily%20Rollins
Ernst & Young LLP,Romano,Carmine,,Carmine Romano,Carmine%20Romano
Kesselman & Kesselman C.P.A.s,Ron,Batia,,Batia Ron,Batia%20Ron
Crowe Horwath LLP,Roney,Lisa,Jo,Lisa Roney,Lisa%20Roney
"BKD, LLP",Ronsse,Jeff,Matthew,Jeff Ronsse,Jeff%20Ronsse
"DELOITTE, S.L.",Ros Redondo,Fernando,Samuel,Fernando Ros Redondo,Fernando%20Ros Redondo
"Regen, Benz & MacKenzie, CPA's, P.C.",ROSA,JOSE,ANGEL,JOSE ROSA,JOSE%20ROSA
KPMG LLP,Rose,Cynthia,A,Cynthia Rose,Cynthia%20Rose
KPMG LLP,Rose,Nancy,Carol,Nancy Rose,Nancy%20Rose
Ernst & Young LLP,Rosen,Jeffrey,Arnold,Jeffrey Rosen,Jeffrey%20Rosen
Ernst & Young LLP,Rosenbach,Michael,,Michael Rosenbach,Michael%20Rosenbach
Mountjoy Chilton Medley LLP,Rosenbaum,Jeremy,Todd,Jeremy Rosenbaum,Jeremy%20Rosenbaum
Ernst & Young LLP,Rosendorf,Mitchell,,Mitchell Rosendorf,Mitchell%20Rosendorf
Grant Thornton LLP,Rosenfeldt,Jacqueline,Marie,Jacqueline Rosenfeldt,Jacqueline%20Rosenfeldt
Grant Thornton LLP,Ross,Gregory,Eugene,Gregory Ross,Gregory%20Ross
Haskell & White LLP,Ross,Patrick,Kelly,Patrick Ross,Patrick%20Ross
Sensiba San Filippo LLP,Rossi,Ernest,Charles,Ernest Rossi,Ernest%20Rossi
PricewaterhouseCoopers LLP,Rossi,Phillip,Ryan,Phillip Rossi,Phillip%20Rossi
Ernst & Young LLP,Roth,James,Patrick,James Roth,James%20Roth
Deloitte &  Touche LLP,Rothe,Eric,Jonathon,Eric Rothe,Eric%20Rothe
Deloitte &  Touche LLP,Rothman,Jonathan,Scott,Jonathan Rothman,Jonathan%20Rothman
Ernst & Young LLP,Rotolo,Brian,Joseph,Brian Rotolo,Brian%20Rotolo
Ernst & Young LLP,Rouchard,Mark,Andrew,Mark Rouchard,Mark%20Rouchard
PricewaterhouseCoopers LLP,Rousseau,Nochane,,Nochane Rousseau,Nochane%20Rousseau
Ernst & Young LLP,Rowland,Brandon,David,Brandon Rowland,Brandon%20Rowland
HoganTaylor LLP,Rowland,Calvin,Lynwood,Calvin Rowland,Calvin%20Rowland
Ernst & Young LLP,Rowsell,Lynton,John,Lynton Rowsell,Lynton%20Rowsell
"AMC Auditing, LLC",Roy,Charlie,B,Charlie Roy,Charlie%20Roy
"AMC Auditing, LLC",Roy,Charlie,Byron,Charlie Roy,Charlie%20Roy
KPMG LLP,Rozema,Daniel,Jon,Daniel Rozema,Daniel%20Rozema
"KENNE RUAN, CPA, P.C.",Ruan,Yongqing,,Yongqing Ruan,Yongqing%20Ruan
Deloitte &  Touche LLP,Ruben,Brian,Douglas,Brian Ruben,Brian%20Ruben
Deloitte &  Touche LLP,Rubin,Eric,Matthew,Eric Rubin,Eric%20Rubin
Deloitte &  Touche LLP,Rucks,Bruce,Jeffrey,Bruce Rucks,Bruce%20Rucks
Ernst & Young LLP,Rudowsky,Gerald,Thomas,Gerald Rudowsky,Gerald%20Rudowsky
KPMG LLP,Ruhry,Karl,Ernest,Karl Ruhry,Karl%20Ruhry
Ernst & Young LLP,Rummel,Jeffrey,Martin,Jeffrey Rummel,Jeffrey%20Rummel
Deloitte &  Touche LLP,Rusakova,Anzhela,,Anzhela Rusakova,Anzhela%20Rusakova
Grant Thornton LLP,Rusk,Gregory,Thomas,Gregory Rusk,Gregory%20Rusk
PricewaterhouseCoopers LLP,Russell,John,Arthur,John Russell,John%20Russell
Ernst & Young LLP,Russell,John,Cyrus,John Russell,John%20Russell
PricewaterhouseCoopers LLP,Russo,John,Philip,John Russo,John%20Russo
KPMG LLP,Russo,John,Vincent,John Russo,John%20Russo
KPMG LLP,Ruud,Douglas,Harold Miller,Douglas Ruud,Douglas%20Ruud
Cherry Bekaert LLP,Rux,Christopher,Frederick,Christopher Rux,Christopher%20Rux
Cherry Bekaert LLP,Rux,Christopher,Fredrick,Christopher Rux,Christopher%20Rux
Causey Demgen & Moore P.C.,Ruygrok,Thomas,J,Thomas Ruygrok,Thomas%20Ruygrok
KPMG LLP,Ryan,Peter,Augustine,Peter Ryan,Peter%20Ryan
Deloitte &  Touche LLP,Ryan,Amy,Deidra,Amy Ryan,Amy%20Ryan
PricewaterhouseCoopers LLP,Ryan,David,James,David Ryan,David%20Ryan
PricewaterhouseCoopers LLP,Ryan,Daniel,Joseph,Daniel Ryan,Daniel%20Ryan
KPMG LLP,Ryan,Gregory,Leo,Gregory Ryan,Gregory%20Ryan
PricewaterhouseCoopers AS,Rydland,Bjørn,,Bjørn Rydland,Bjørn%20Rydland
PricewaterhouseCoopers LLP,Ryhorchuk,Shannon,,Shannon Ryhorchuk,Shannon%20Ryhorchuk
KPMG AS,Sørhaug,John,Thomas,John Sørhaug,John%20Sørhaug
Grant Thornton LLP,Sacher,Richard,James,Richard Sacher,Richard%20Sacher
PricewaterhouseCoopers LLP,Sackstein,Jonathan,Scott,Jonathan Sackstein,Jonathan%20Sackstein
"Sadler, Gibb & Associates, LLC",Sadler,Chad,Jeremy,Chad Sadler,Chad%20Sadler
KPMG LLP,Sage,Andrew,Hugh,Andrew Sage,Andrew%20Sage
Ernst & Young LLP,Sahai,Anvita,,Anvita Sahai,Anvita%20Sahai
Ernst & Young Audit,Salaün,Yvon,,Yvon Salaün,Yvon%20Salaün
Ernst & Young LLP,Salas,Eduardo,Rene,Eduardo Salas,Eduardo%20Salas
"Salberg & Company, P.A.",Salberg,Scott,David,Scott Salberg,Scott%20Salberg
PricewaterhouseCoopers Ltda.,Salcedo,Luisa,Fernanda,Luisa Salcedo,Luisa%20Salcedo
PricewaterhouseCoopers LLP,Salgado,Kenneth,Edward,Kenneth Salgado,Kenneth%20Salgado
PricewaterhouseCoopers LLP,Salinas,Jose,Angel,Jose Salinas,Jose%20Salinas
"PricewaterhouseCoopers, S.C.",Salinas Velasco,Antonio,,Antonio Salinas Velasco,Antonio%20Salinas Velasco
"BDO USA, LLP",Salminen,Cristina,Lynn,Cristina Salminen,Cristina%20Salminen
Deloitte Touche Tohmatsu Auditores Independentes,Salvador,Marcelo,,Marcelo Salvador,Marcelo%20Salvador
Deloitte &  Touche LLP,Salz,Andre,Philip,Andre Salz,Andre%20Salz
KPMG LLP,Samsvick,Dean,Michael,Dean Samsvick,Dean%20Samsvick
"Warren Averett, LLC",Sanchez,Michelle,M,Michelle Sanchez,Michelle%20Sanchez
"Galaz, Yamazaki, Ruiz, Urquiza, S.C.",Sanchez Barragan,Salvador,Arturo,Salvador Sanchez Barragan,Salvador%20Sanchez Barragan
"KPMG Auditores, S.L.",SANCHEZ LOPEZ,OLGA,,OLGA SANCHEZ LOPEZ,OLGA%20SANCHEZ LOPEZ
Ernst & Young LLP,Sand,Thomas,Lawrence,Thomas Sand,Thomas%20Sand
PricewaterhouseCoopers LLP,Sands,Kurt,Garrison,Kurt Sands,Kurt%20Sands
Ernst & Young LLP,Santosuosso,John,Paul,John Santosuosso,John%20Santosuosso
Ernst & Young LLP,Saphian,Ruth,Marie,Ruth Saphian,Ruth%20Saphian
Ernst & Young LLP,Sapp,Matthew,Alan,Matthew Sapp,Matthew%20Sapp
Deloitte &  Touche LLP,Sarabia,Jose,Angel,Jose Sarabia,Jose%20Sarabia
PricewaterhouseCoopers LLP,Sarai,Jaskamal,Singh,Jaskamal Sarai,Jaskamal%20Sarai
PricewaterhouseCoopers LLP,Sarkis,Ninos,Thomas,Ninos Sarkis,Ninos%20Sarkis
PricewaterhouseCoopers LLP,SARONI,MOHAMAD SAIFUL,,MOHAMAD SAIFUL SARONI,MOHAMAD SAIFUL%20SARONI
PricewaterhouseCoopers LLP,Sarria,Renee,Nicole,Renee Sarria,Renee%20Sarria
PricewaterhouseCoopers LLP,Sasena,Santa,Maria,Santa Sasena,Santa%20Sasena
Kost Forer Gabbay & Kasierer,Sason,Zion,,Zion Sason,Zion%20Sason
PricewaterhouseCoopers LLP,Sasson,Jaime,Jones,Jaime Sasson,Jaime%20Sasson
PricewaterhouseCoopers LLP,Satelmajer,John,Nikolaus,John Satelmajer,John%20Satelmajer
Deloitte &  Touche LLP,Sauer,Scott,Michael,Scott Sauer,Scott%20Sauer
KPMG LLP,Saunders,Karen,Rae,Karen Saunders,Karen%20Saunders
Deloitte LLP   (French Translation:  Deloitte S.E.N.C.R.L./s.r.l.),Sauvageau,François,,François Sauvageau,François%20Sauvageau
Deloitte LLP   (French Translation:  Deloitte S.E.N.C.R.L./s.r.l.),Sauvageau,Francois,,Francois Sauvageau,Francois%20Sauvageau
Deloitte &  Touche LLP,Savage,Wendy,Marie,Wendy Savage,Wendy%20Savage
Ernst & Young LLP,Savell,Roger,Bruce,Roger Savell,Roger%20Savell
PricewaterhouseCoopers LLP,Savino,Elizabeth,Ann,Elizabeth Savino,Elizabeth%20Savino
PricewaterhouseCoopers LLP,Sawicki,Lisa,,Lisa Sawicki,Lisa%20Sawicki
Dixon Hughes Goodman LLP,Sawyer,Robin,Eugene,Robin Sawyer,Robin%20Sawyer
Deloitte &  Touche LLP,Scalese,Mark,John,Mark Scalese,Mark%20Scalese
PricewaterhouseCoopers LLP,Scamuffa,Anthony,James,Anthony Scamuffa,Anthony%20Scamuffa
Deloitte &  Touche LLP,Scanlon,Erin,,Erin Scanlon,Erin%20Scanlon
Ernst & Young LLP,Scarborough,James,Spurgeon,James Scarborough,James%20Scarborough
KPMG LLP,Scarvey,Daniel,Jon,Daniel Scarvey,Daniel%20Scarvey
"BDO USA, LLP",Schaffer,Teresa,Jo,Teresa Schaffer,Teresa%20Schaffer
Ernst & Young LLP,Schaffers,Wilhelmus,Johan,Wilhelmus Schaffers,Wilhelmus%20Schaffers
Grant Thornton LLP,Schaffner,Kevin,William,Kevin Schaffner,Kevin%20Schaffner
Ernst & Young LLP,Schall,Edwin,Robert,Edwin Schall,Edwin%20Schall
Grant Thornton LLP,Schamberger,Michael,Eugene,Michael Schamberger,Michael%20Schamberger
Crowe Horwath LLP,Scheer,Tal,Michael,Tal Scheer,Tal%20Scheer
Deloitte &  Touche LLP,Scheffler,John,Martin,John Scheffler,John%20Scheffler
KPMG LLP,Scheinerman,Josh,,Josh Scheinerman,Josh%20Scheinerman
Ernst & Young LLP,Scheland,Gregory,Scott,Gregory Scheland,Gregory%20Scheland
"EKS&H, LLLP",Schenbeck,Steven,Lee,Steven Schenbeck,Steven%20Schenbeck
SingerLewak LLP,SCHENKEIN,EDWARD,W,EDWARD SCHENKEIN,EDWARD%20SCHENKEIN
"WithumSmith+Brown, PC",Scheuten,Carl,J,Carl Scheuten,Carl%20Scheuten
"WithumSmith+Brown, PC",Scheuten,Carl,J.,Carl Scheuten,Carl%20Scheuten
"WithumSmith+Brown, PC",Scheuten,Carl,Joseph,Carl Scheuten,Carl%20Scheuten
"Plante & Moran, PLLC",Schick,Steven,C.,Steven Schick,Steven%20Schick
PricewaterhouseCoopers LLP,Schiela,Deidre,Diesing,Deidre Schiela,Deidre%20Schiela
"Cohen & Company, Ltd.",Schikowski,Mark,Evan,Mark Schikowski,Mark%20Schikowski
KPMG LLP,Schilb,Brian,Jacob,Brian Schilb,Brian%20Schilb
CohnReznick LLP,Schinella,Steven,,Steven Schinella,Steven%20Schinella
Boulay PLLP,Schini,Tara,Marie,Tara Schini,Tara%20Schini
Ernst & Young LLP,Schlaefer,Gregory,Fred,Gregory Schlaefer,Gregory%20Schlaefer
"BKD, LLP",Schlagenhauf,John,D.,John Schlagenhauf,John%20Schlagenhauf
Ernst & Young GmbH Wirtschaftspruefungsgesellschaft,Schlebusch,Tobias,,Tobias Schlebusch,Tobias%20Schlebusch
PricewaterhouseCoopers LLP,Schlee,Jeremy,William,Jeremy Schlee,Jeremy%20Schlee
SingerLewak LLP,schlener,robert,,robert schlener,robert%20schlener
PricewaterhouseCoopers LLP,Schlicksup,Peter,James,Peter Schlicksup,Peter%20Schlicksup
PricewaterhouseCoopers LLP,Schlosser,Pamela,,Pamela Schlosser,Pamela%20Schlosser
Ernst & Young LLP,Schmidt,David,Mark,David Schmidt,David%20Schmidt
Clark Schaefer Hackett & Co.,Schmidt,Michael,William,Michael Schmidt,Michael%20Schmidt
Ernst & Young LLP,Schmitt,Alex,Nicholas,Alex Schmitt,Alex%20Schmitt
Ernst & Young LLP,Schneider,Martin,Anthony,Martin Schneider,Martin%20Schneider
"Baker Tilly Virchow Krause, LLP",Schneider,Andrew,Marc,Andrew Schneider,Andrew%20Schneider
Ernst & Young LLP,Schoenfeld,Michael,,Michael Schoenfeld,Michael%20Schoenfeld
Ernst & Young LLP,Scholl,John,James,John Scholl,John%20Scholl
"Plante & Moran, PLLC",Schrage,Michael,C,Michael Schrage,Michael%20Schrage
Ernst & Young LLP,Schraudenbach,John,Francis,John Schraudenbach,John%20Schraudenbach
"BDO USA, LLP",Schreiber,Richard,Anthony,Richard Schreiber,Richard%20Schreiber
PricewaterhouseCoopers LLP,Schroeder,David,Drew,David Schroeder,David%20Schroeder
Grant Thornton LLP,Schroeder,Kevin,Michael,Kevin Schroeder,Kevin%20Schroeder
"BDO USA, LLP",Schrupp,Bradly,Warren,Bradly Schrupp,Bradly%20Schrupp
PricewaterhouseCoopers spa,Schubelin,Rodrigue,Gabriel,Rodrigue Schubelin,Rodrigue%20Schubelin
PricewaterhouseCoopers LLP,Schueller,Scott,Joseph,Scott Schueller,Scott%20Schueller
"Brown Smith Wallace, LLP",Schueppert,Steve,Francis,Steve Schueppert,Steve%20Schueppert
"Brown Smith Wallace, LLP",Schueppert,Steve,,Steve Schueppert,Steve%20Schueppert
RSM US LLP,Schulte,Jon,Paul,Jon Schulte,Jon%20Schulte
Ernst & Young LLP,Schulte,Joseph,William,Joseph Schulte,Joseph%20Schulte
Deloitte &  Touche LLP,Schultz,James,Dustin,James Schultz,James%20Schultz
Ernst & Young LLP,Schulz,Frances,DeBie,Frances Schulz,Frances%20Schulz
PricewaterhouseCoopers LLP,Schupmann,Laurie,Roberts,Laurie Schupmann,Laurie%20Schupmann
Deloitte &  Touche LLP,Schwartz,Adrian,Benjamin,Adrian Schwartz,Adrian%20Schwartz
Deloitte &  Touche LLP,Schwartz,Jeffrey,Gary,Jeffrey Schwartz,Jeffrey%20Schwartz
KPMG LLP,Schwarz,Keith,John,Keith Schwarz,Keith%20Schwarz
Deloitte &  Touche LLP,Schwenk,William,Frederick,William Schwenk,William%20Schwenk
PricewaterhouseCoopers LLP,Sciaudone,Robert,Emilio,Robert Sciaudone,Robert%20Sciaudone
Ernst & Young LLP,Scott,Jeffrey,David,Jeffrey Scott,Jeffrey%20Scott
KPMG LLP,Scott,Stephen,Gerard,Stephen Scott,Stephen%20Scott
Ernst & Young LLP,Scott,Derek,William,Derek Scott,Derek%20Scott
Deloitte &  Touche LLP,Scott,Adam,,Adam Scott,Adam%20Scott
PricewaterhouseCoopers LLP,Scott,Ken,,Ken Scott,Ken%20Scott
Deloitte &  Touche LLP,Scriber,Kenneth,Jon,Kenneth Scriber,Kenneth%20Scriber
D. Brooks and Associates CPA's P.A.,Sculthorpe,Brian,Edward,Brian Sculthorpe,Brian%20Sculthorpe
Ernst & Young LLP,Seaman,Robert,Michael,Robert Seaman,Robert%20Seaman
KPMG LLP,Seaman,Kevin,Vincent,Kevin Seaman,Kevin%20Seaman
Grant Thornton LLP,Sear,Brandon,Lee,Brandon Sear,Brandon%20Sear
KPMG LLP,Seay,David,Eugene,David Seay,David%20Seay
PricewaterhouseCoopers LLP,Seel,Christopher,Charles,Christopher Seel,Christopher%20Seel
Deloitte &  Touche LLP,Seelagy,Greg,Stephen,Greg Seelagy,Greg%20Seelagy
PricewaterhouseCoopers LLP,Seelig,Michael,Andreas,Michael Seelig,Michael%20Seelig
Ernst & Young LLP,Seinfeld,Eyal,,Eyal Seinfeld,Eyal%20Seinfeld
Somekh Chaikin,Sela,Ofer,Shalom,Ofer Sela,Ofer%20Sela
Kost Forer Gabbay & Kasierer,Senderovich,Gil,,Gil Senderovich,Gil%20Senderovich
Ernst & Young LLP,Seneca,Steven,Keith,Steven Seneca,Steven%20Seneca
"BDO USA, LLP",Senen,Gerard,Fernandez,Gerard Senen,Gerard%20Senen
Ernst & Young GmbH Wirtschaftspruefungsgesellschaft,Senghaas,Marcus,,Marcus Senghaas,Marcus%20Senghaas
PricewaterhouseCoopers Consultores Auditores SpA,Sergio,Gabriel,Tubio,Gabriel Sergio,Gabriel%20Sergio
KPMG LLP,Serluco,Thomas,John,Thomas Serluco,Thomas%20Serluco
